severity,issue,listingId,title,type,island,detail
high,wrong-island-mention,8213dc67-13f1-44b0-b45b-bc4d09daedad,Sail Meow Charters,tour,US Virgin Islands,Desc mentions usvi but listing is on US Virgin Islands
high,wrong-island-mention,87704282-9362-4642-9c1f-e3d599fe46c1,Low Key Watersports,tour,US Virgin Islands,Desc mentions usvi but listing is on US Virgin Islands
high,wrong-island-mention,8ab2f3aa-9f62-4026-927d-aaa7e01eec0b,Tropical Adventure - Car Rental,transport,US Virgin Islands,Desc mentions usvi but listing is on US Virgin Islands
high,wrong-island-mention,8c1586f2-ac43-4e6b-bce4-3a90b3adb5d7,Aqua Action Dive Center,stay,US Virgin Islands,Desc mentions usvi but listing is on US Virgin Islands
high,wrong-island-mention,95649865-4260-4f62-99eb-7e9a328e1453,"The Aerial, BVI All-Inclusive Private Island",stay,US Virgin Islands,Desc mentions bvi but listing is on US Virgin Islands
high,wrong-island-mention,b0657125-f8bc-4a3d-8bde-0dff9759e47d,Aqua Marine Dive Center,tour,US Virgin Islands,Desc mentions usvi but listing is on US Virgin Islands
high,wrong-island-mention,c88603e0-9860-46be-9cd6-6acb7f15d962,Sense Spa at Rosewood Little Dix Bay,spa,US Virgin Islands,Desc mentions bvi but listing is on US Virgin Islands
high,wrong-island-mention,cc773b69-4bd7-4572-9f7c-76b802b67217,St Thomas Adventures,tour,US Virgin Islands,Desc mentions usvi but listing is on US Virgin Islands
high,wrong-island-mention,dc234b73-d165-4111-b43f-6271c062f2e8,Little Rock Car Rental,transport,US Virgin Islands,Desc mentions usvi but listing is on US Virgin Islands
high,wrong-island-mention,f2500c09-e10a-4d69-bfc7-a2a746c75816,Virgin Islands Yacht Charters,tour,US Virgin Islands,"Desc mentions usvi, bvi, british virgin but listing is on US Virgin Islands"
high,wrong-island-mention,ff051908-0eed-4b2d-9e7d-22fcf53144e2,Nardie's Beach Bar,dining,US Virgin Islands,Desc mentions british virgin but listing is on US Virgin Islands
medium,empty-desc,5a9891c9-b9c1-4d18-9b2a-fbc181478d54,Antigua Nature Tours,tour,Antigua & Barbuda,Description is 32 chars
medium,empty-desc,d7b17960-5370-47e7-bdb4-4a5c1255681b,ZuriEudoxie,spa,Antigua & Barbuda,Description is 44 chars
medium,empty-desc,fa2179fa-23f9-4b30-8479-bf6d1dd224fa,Humble and Free Wadadli,tour,Antigua & Barbuda,Description is 32 chars
medium,empty-desc,bbfe2794-a478-4c7a-941e-b3da8e795fa2,Mambo Jambo,dining,Aruba,Description is 33 chars
medium,empty-desc,178f1c32-4e92-425d-a874-68055a6793bb,A Plus Tours and Events Ltd Barbados,tour,Barbados,Description is 47 chars
medium,empty-desc,39306731-8d74-43f8-b8ab-65b46e3c58da,Cool Runnings Catamaran Cruises,tour,Barbados,Description is 48 chars
medium,empty-desc,5b7346cb-d925-4a85-ba5a-1dc75e6094b7,El Tigre Catamaran Sailing Cruises,tour,Barbados,Description is 32 chars
medium,empty-desc,9bcc6bdb-7e5a-499e-a254-a0c1bf96cd44,A'S & P Rentals,transport,Barbados,Description is 47 chars
medium,empty-desc,c232eeec-e62a-4201-83be-48466b7d45de,TML One Love Bar,dining,Barbados,Description is 40 chars
medium,empty-desc,da999c7c-56f5-4506-8595-fd601cd6ebba,Zemi East Coast Cafe,dining,Barbados,Description is 47 chars
medium,empty-desc,f89009dc-518f-47dc-a9d5-abb199de79f4,The Park Café,dining,Barbados,Description is 33 chars
medium,empty-desc,c41846c9-40af-4340-a4b3-25e6402e5bf1,Summer Spa,spa,Bonaire,Description is 33 chars
medium,empty-desc,ff2c33d6-0230-4e9e-86d8-7198447efee6,Boca Slagbaai,tour,Bonaire,Description is 49 chars
medium,empty-desc,355ecb76-a2c1-4eb2-9946-62b9995162d9,Lamothes Island Experience,tour,British Virgin Islands,Description is 40 chars
medium,empty-desc,3591806a-e8d9-4df7-92ec-c2f93f521ff7,Bonita Concierge,tour,British Virgin Islands,Description is 39 chars
medium,empty-desc,548e9a4a-ab0e-434f-908f-0a38e5fcc7f3,Apex of Grand Cayman,transport,Cayman Islands,Description is 41 chars
medium,empty-desc,821ef411-b106-460d-bafc-3659d0ca18bd,Off The Wall Divers,tour,Cayman Islands,Description is 48 chars
medium,empty-desc,d44be9e4-4aaf-4110-90c1-08565118579d,The Village Café & Bar,dining,Cayman Islands,Description is 46 chars
medium,empty-desc,f6df9b00-9e42-41f1-9f63-99d355a09179,Island Naturals Cafe,dining,Cayman Islands,Description is 30 chars
medium,empty-desc,22ae24a3-14a6-440d-9d9e-b80ca2c19e71,The Soft Life Spa,spa,Dominica,Description is 44 chars
medium,empty-desc,a970c322-8511-41b1-84ea-bc81e803fbe6,miah's bar n grill,dining,Dominica,Description is 36 chars
medium,empty-desc,17f52b1c-c765-4ef6-a1a0-354fad2374b5,Villa Blanca Beach Club,dining,Dominican Republic,Description is 44 chars
medium,empty-desc,25e24d36-50be-49e0-8847-28d9e1f0f131,La EX Tours,tour,Dominican Republic,Description is 46 chars
medium,empty-desc,c64d896f-f4f5-45ba-abf7-78eaa24df884,Elegant day Spa Hildania Colon SRL,spa,Dominican Republic,Description is 34 chars
medium,empty-desc,e920d9bf-9cba-4bf5-88ad-e866776158b5,Pat'e Palo European Brasserie,dining,Dominican Republic,Description is 46 chars
medium,empty-desc,edf6f31a-47bd-4046-805d-1464cb0f8931,Marina ZarPar,tour,Dominican Republic,Description is 34 chars
medium,empty-desc,70154bba-64c4-4b1e-ad0f-4c49f17944bc,Gallery Cafe,dining,Grenada,Description is 48 chars
medium,empty-desc,781fbcd9-1f06-4fb7-a310-e477763960d4,The Lab,dining,Grenada,Description is 42 chars
medium,empty-desc,8b273f5e-4081-4415-bea8-99e60ace326a,"The Cove Marina, Restaurant & Bar (fomerly Whisper Cove)",dining,Grenada,Description is 41 chars
medium,empty-desc,c98288be-8415-4a55-88d6-5ee424e37ffa,Dodgy Dock Bar & Restaurant,dining,Grenada,Description is 0 chars
medium,empty-desc,eddd71a4-0680-4ddb-9667-c395fd54b1a8,Esther's Bar,dining,Grenada,Description is 47 chars
medium,empty-desc,f4896f2a-03e3-4eb5-a47a-9d2841402c02,50 Shades Bar,dining,Grenada,Description is 48 chars
medium,empty-desc,fe25480d-ae0e-4a5a-8bed-76ce8855d8f0,Cilantro,dining,Grenada,Description is 32 chars
medium,empty-desc,ff63ac6c-b2f0-4710-8937-32da0d1898f6,The Grind,dining,Grenada,Description is 45 chars
medium,empty-desc,100e8d77-a2d2-4737-b507-653a7e0f1c4a,Villas Boubou location villas luxe Guadeloupe,stay,Guadeloupe,Description is 40 chars
medium,empty-desc,1875b99c-5381-420d-9855-e481c5e05fdd,Nico Excursions Guadeloupe en bateau,tour,Guadeloupe,Description is 44 chars
medium,empty-desc,48787bfd-4dce-4b1b-9cef-979d9da02d39,DDD Diving Solutions Limited,tour,Jamaica,Description is 41 chars
medium,empty-desc,a74c99a0-6ad0-4f46-a461-dd9355460ced,Plantation Smokehouse,dining,Jamaica,Description is 32 chars
medium,empty-desc,3a34385c-28be-4600-b1a5-21c0beaabfa0,SPA Martinique,spa,Martinique,Description is 30 chars
medium,empty-desc,427c4677-ac03-4a57-a9ee-3a0b814cbe26,Restaurant 1643,dining,Martinique,Description is 36 chars
medium,empty-desc,4b312d03-dbbc-4a2c-86a5-51b86e00e36d,Shell's,dining,Martinique,Description is 41 chars
medium,empty-desc,c568602a-1a1e-433c-bc3b-d0c7b1e2dd5f,ABC Dive 972 Plongée Martinique,tour,Martinique,Description is 31 chars
medium,empty-desc,c9b4852f-8a0b-4111-87e0-b2854aa9ca19,CLIKOCAR Martinique Location de voitures,transport,Martinique,Description is 34 chars
medium,empty-desc,f9b5d026-f39b-468b-8e00-fc28ecfa4f58,K'FECO,dining,Martinique,Description is 47 chars
medium,empty-desc,0018639d-b3db-4e3e-892c-7f880c618716,Alamo,transport,Puerto Rico,Description is 30 chars
medium,empty-desc,44730fa2-7156-4683-8b86-497c2ea27a90,Club Brava,dining,Puerto Rico,Description is 34 chars
medium,empty-desc,560ebb83-4886-4f23-861f-fb457738e1fe,The Yacht Club Marina at Palmas del Mar,tour,Puerto Rico,Description is 43 chars
medium,empty-desc,b93fe35c-44c9-4786-adb0-81d16003de34,La Casita Restaurant by Chef Javier,dining,Puerto Rico,Description is 33 chars
medium,empty-desc,e907d976-cbb8-448e-9466-e247659b77e5,El Batey Bar,dining,Puerto Rico,Description is 42 chars
medium,empty-desc,1e3f0b32-606c-4e0a-9949-50bb162b265d,Big Banana Tours,tour,St. Kitts & Nevis,Description is 31 chars
medium,empty-desc,6a991ba4-104b-458a-94be-93187645387f,Sealofts On The Beach,stay,St. Kitts & Nevis,Description is 35 chars
medium,empty-desc,9723ad79-ef6b-41d5-b3f7-4373696659f0,Vibes Beach Bar,dining,St. Kitts & Nevis,Description is 31 chars
medium,empty-desc,b1a92372-fc76-44ed-a04f-6b920430b509,Bullseye Car Rental,transport,St. Kitts & Nevis,Description is 45 chars
medium,empty-desc,02c3b663-9d9b-46e2-8d4d-ae0a6aece4f8,Edmund Tours St.Lucia,tour,St. Lucia,Description is 30 chars
medium,empty-desc,741d88fb-c28d-4a1e-a194-105ed4f12cd3,The Upper Deck Restaurant,dining,St. Lucia,Description is 46 chars
medium,empty-desc,181c07a0-7c92-4634-807c-9f8ae1748f8f,C Jones Beach,tour,St. Vincent & the Grenadines,Description is 39 chars
medium,empty-desc,60fb0588-2157-47f9-9ee5-144d73cbaca1,The Onyx Spa,spa,St. Vincent & the Grenadines,Description is 37 chars
medium,empty-desc,9a530065-a27a-46e4-997d-b01646c02272,Carnivale Bahamas,dining,The Bahamas,Description is 37 chars
medium,empty-desc,a143476f-83ff-4d38-979e-2372962a78ff,Out and Under,tour,Trinidad & Tobago,Description is 35 chars
medium,empty-desc,eff6c03d-6658-49bd-a010-5a3d4a4c922a,Corbin Local Wildlife,tour,Trinidad & Tobago,Description is 42 chars
medium,empty-desc,151a6afa-2f45-423a-8244-43082d2509fb,Jet Cars Turks,tour,Turks & Caicos,Description is 48 chars
medium,empty-desc,341d110d-28ca-48bf-a3d6-db4a59c0d153,TURQUOISE CAR RENTAL,transport,Turks & Caicos,Description is 49 chars
medium,empty-desc,5f568882-2392-47d7-a73b-baea725918c8,Alexandra Resort – All-Inclusive,stay,Turks & Caicos,Description is 37 chars
medium,empty-desc,2c72ba06-01fb-4de7-a962-68639875eab7,Random Excursions Trike/ATV/UTV Tours & Rentals,tour,US Virgin Islands,Description is 44 chars
medium,empty-desc,484cc15b-5d3d-4879-9b02-2adc205d1b12,Salty Sol Charters,tour,US Virgin Islands,Description is 42 chars
medium,empty-desc,5503b914-54b3-41d4-9d26-df7a46982372,Alamo Rent A Car,transport,US Virgin Islands,Description is 30 chars
medium,empty-desc,977f5720-b80a-4528-917b-c629be2cc969,My Car Rental VI,transport,US Virgin Islands,Description is 38 chars
medium,empty-desc,a1b08e14-b061-40a2-ab78-5b6528a646ac,St Thomas Social,dining,US Virgin Islands,Description is 44 chars
medium,empty-desc,f97ab7bb-aa29-45d4-80fb-afb8908a1631,Gladys' Café,dining,US Virgin Islands,Description is 47 chars
medium,missing-price-with-signal,9810c3d0-9fab-4816-80d0-13a1d7893c76,Passions On The Beach,dining,Aruba,"No price set, but Google price_level=3 — should be populated"
medium,missing-price-with-signal,f0eb5ec6-4897-4235-8216-b0da16c5daf2,Valley Breeze Guest House,stay,Grenada,"No price set, but Google price_level=1 — should be populated"
medium,statistical-outlier,f7812485-961e-438b-b9cb-f262f1a1d64f,Jabberwocky - Adventure Caribbean Sailing Yacht Charters,tour,Antigua & Barbuda,$625 — 6.6x robust-σ from tour median $95
medium,statistical-outlier,71bcfd86-3cc4-45ee-b702-c149ef67d8f5,Salt-n-Sun Charters,tour,Antigua & Barbuda,$999 — 11.3x robust-σ from tour median $95
medium,statistical-outlier,ca2ae7b4-617f-4729-b9d7-80dfc4ed2ef9,Antigua Day Charters,excursion,Antigua & Barbuda,$1200 — 16.5x robust-σ from excursion median $100
medium,statistical-outlier,f2567e63-3c69-417e-827c-848a4177a520,Tropical Sailing Aruba,tour,Aruba,$700 — 7.6x robust-σ from tour median $95
medium,statistical-outlier,0cb5c270-0226-427e-8f98-08e1f829eb8a,Aruba Car Rental / Turo Car Rental,transport,Aruba,$750 — 23.7x robust-σ from transport median $47
medium,statistical-outlier,e15565e9-b52c-4cff-850b-fb42d1a14648,Isabella Catamaran Aruba,tour,Aruba,$1075 — 12.2x robust-σ from tour median $95
medium,statistical-outlier,96e27425-ca50-418c-9981-a77b47af04f3,Driftwood Fishing Charters Aruba,excursion,Aruba,$550 — 6.7x robust-σ from excursion median $100
medium,statistical-outlier,5fff1560-7b05-47f3-865e-a9584c070fc0,Royal Aruba Restaurant,dining,Aruba,$130 — 5.7x robust-σ from dining median $25
medium,statistical-outlier,bce4274b-4d94-45ec-98ec-184e9c285e33,Living Easy Sport Fishing Charters Aruba,excursion,Aruba,$500 — 6.0x robust-σ from excursion median $100
medium,statistical-outlier,63742004-59e2-40a8-a51c-8b5e352419a8,Luckystar Fishing Charters,excursion,Aruba,$480 — 5.7x robust-σ from excursion median $100
medium,statistical-outlier,7fefcc87-4537-472c-8447-cb9cb664e916,Lucky Penny Fishing Charters BARBADOS,excursion,Barbados,$750 — 9.7x robust-σ from excursion median $100
medium,statistical-outlier,1eb8cb39-8ada-4f96-97f4-ad6f5c2d7db2,Mako Tours Bonaire,excursion,Bonaire,$720 — 9.3x robust-σ from excursion median $100
medium,statistical-outlier,d8a52abc-80db-4b32-93ff-8055fc2687aa,123 Car Rental Bonaire,transport,Bonaire,$455 — 13.8x robust-σ from transport median $47
medium,statistical-outlier,d52e720e-f2a8-4882-a175-b52b6a5e4355,BVI Scuba Co,tour,British Virgin Islands,$995 — 11.2x robust-σ from tour median $95
medium,statistical-outlier,1fb39260-65fd-4d20-a3de-7f8f996c02cd,Grand Cayman Cruise Excursions - Island Marketing ltd,tour,Cayman Islands,$500 — 5.1x robust-σ from tour median $95
medium,statistical-outlier,2757c3e9-5a21-4273-bcfc-edf797f4f721,SeaBlu Charters Cayman,excursion,Cayman Islands,$750 — 9.7x robust-σ from excursion median $100
medium,statistical-outlier,77c816a5-0a2f-4b25-93a7-a6e0ce082603,Blue Ocean Tour,tour,Cayman Islands,$875 — 9.7x robust-σ from tour median $95
medium,statistical-outlier,94a04417-a8c5-4447-a345-cc3df613ae94,Crystal Charters,excursion,Cayman Islands,$700 — 9.0x robust-σ from excursion median $100
medium,statistical-outlier,a2c904d2-b3c4-4191-b288-80b5192b0c76,Fish Curacao,excursion,Curaçao,$750 — 9.7x robust-σ from excursion median $100
medium,statistical-outlier,fbe94be6-c48d-43f8-8695-a95c32361fa9,Riverside Café,dining,Dominica,$145 — 6.5x robust-σ from dining median $25
medium,statistical-outlier,5235f03a-d024-44bb-9bdc-caa01b8fb51f,Yacht Charters Punta Cana,tour,Dominican Republic,$950 — 10.7x robust-σ from tour median $95
medium,statistical-outlier,bf839c7b-354e-42ab-a9cd-60ec3f510112,Pink cat Punta Cana Party Boat,excursion,Dominican Republic,$990 — 13.3x robust-σ from excursion median $100
medium,statistical-outlier,eb24ab19-dfa0-45c3-a272-5378b834dc3a,High Z's Fishing Tour,excursion,Dominican Republic,$490 — 5.8x robust-σ from excursion median $100
medium,statistical-outlier,50e288f8-3c32-4868-9477-1a74fa16cb2c,Punta Cana Yacht Rentals PCYR,tour,Dominican Republic,$500 — 5.1x robust-σ from tour median $95
medium,statistical-outlier,124f5e4d-2136-4c8a-a7f3-bed66eafd544,Corner Café,dining,Dominican Republic,$182.16 — 8.5x robust-σ from dining median $25
medium,statistical-outlier,d4f6bceb-88d5-41e0-a757-d60d54508204,Happy Fish Catamarans,excursion,Dominican Republic,$989 — 13.3x robust-σ from excursion median $100
medium,statistical-outlier,45128db3-d542-464e-86b2-c64d1171cc3f,Catamarans Punta Cana,excursion,Dominican Republic,$745 — 9.7x robust-σ from excursion median $100
medium,statistical-outlier,d3ecacf7-8721-43de-b4df-2dd80f60b519,"Rhodes Restaurant at Calabash, Grenada",dining,Grenada,$175 — 8.1x robust-σ from dining median $25
medium,statistical-outlier,bde0c78e-ba2d-416d-a935-05b06dcd995c,Fathom Charters,excursion,Puerto Rico,$925 — 12.4x robust-σ from excursion median $100
medium,statistical-outlier,e2532e8f-71b0-4884-ab46-8bfb61462563,Captain Cliff Adventure Tours,tour,St. Lucia,$800 — 8.8x robust-σ from tour median $95
medium,statistical-outlier,b394b1a8-2c1b-4275-930d-7aa058f33d6f,Saltwood,dining,St. Lucia,$125 — 5.4x robust-σ from dining median $25
medium,statistical-outlier,06b1dd3f-a185-4735-b607-f952546d325c,784Motors,transport,St. Vincent & the Grenadines,$225 — 6.0x robust-σ from transport median $47
medium,statistical-outlier,79af71d6-0cc4-41b1-8654-63e0e242eb09,Bahamas A Sus Ordenes,tour,The Bahamas,$750 — 8.2x robust-σ from tour median $95
medium,statistical-outlier,c357afd6-9172-4012-a040-0c7414d23887,"Navigare Yachting • Abaco, Bahamas",tour,The Bahamas,$556 — 5.8x robust-σ from tour median $95
medium,statistical-outlier,c198d5cb-b5d7-48c1-a8cb-2a1cad481759,"Wahoo Charters, Nassau Bahamas",excursion,The Bahamas,$850 — 11.2x robust-σ from excursion median $100
medium,statistical-outlier,21c9e794-7526-4661-8f53-17d6eb35296c,Keino Tobago Tours & Taxi Service,tour,Trinidad & Tobago,$910 — 10.2x robust-σ from tour median $95
medium,statistical-outlier,31fdfd2b-e8b6-4862-ba54-585c555993de,AutoPal Rental Services Ltd.,transport,Trinidad & Tobago,$250 — 6.8x robust-σ from transport median $47
medium,statistical-outlier,f4c8b631-815a-4900-b0e5-38dad39f42d3,Play Hooky 868 DDI,excursion,Trinidad & Tobago,$2000 — 28.5x robust-σ from excursion median $100
medium,statistical-outlier,8f066266-705a-4b4b-8f7a-64085cd693aa,The Somerset on Grace Bay,stay,Turks & Caicos,$960 — 5.0x robust-σ from stay median $215.1
medium,statistical-outlier,c461147e-a960-4694-bb24-bb60dc79caa7,Grand Slam Charters Ltd.,excursion,Turks & Caicos,$1650 — 23.2x robust-σ from excursion median $100
medium,statistical-outlier,9fa746f5-876f-46a3-8f42-2b7535714b1b,Island Seaduction Watersports & Tours,excursion,Turks & Caicos,$748 — 9.7x robust-σ from excursion median $100
medium,statistical-outlier,4e7f755c-dab9-48bd-9e9a-194d2e507e7c,Caicos Catalyst Charters & Excursions,tour,Turks & Caicos,$1165 — 13.4x robust-σ from tour median $95
medium,statistical-outlier,31c16a54-1b25-48f4-be62-fa31801704d2,Emerald Beach Bar,dining,US Virgin Islands,$215.1 — 10.3x robust-σ from dining median $25
medium,statistical-outlier,3dbed87e-4481-4b2e-b7d3-aa2bfca8a287,St. Thomas Boat Rental,excursion,US Virgin Islands,$995 — 13.4x robust-σ from excursion median $100
medium,statistical-outlier,52096b6b-9df5-4f78-9b09-dbec78d7414d,Adventure Awaits,tour,US Virgin Islands,$595 — 6.2x robust-σ from tour median $95
medium,statistical-outlier,7c566bc5-9598-4e8a-83ba-5990a62bfcb0,Antillean Yacht Charters,tour,US Virgin Islands,$720 — 7.8x robust-σ from tour median $95
medium,statistical-outlier,a39e11db-a746-4a18-8731-50c3308bf3ce,CruiseNautic,excursion,US Virgin Islands,$1625 — 22.9x robust-σ from excursion median $100
medium,statistical-outlier,43d204d6-18ee-4d3d-8f99-26ac4cf7de23,Neptune Adventures,excursion,US Virgin Islands,$699 — 9.0x robust-σ from excursion median $100
medium,statistical-outlier,16983aba-fb29-48ae-987d-dce7dc34b17e,Seas the Day Charters and Tours USVI,excursion,US Virgin Islands,$1425 — 19.9x robust-σ from excursion median $100
low,currency-outlier,0234a374-942d-4022-a3d6-a3c304183387,Spice Farm & Waterfall Hike,tour,Grenada,Currency USD — tour is overwhelmingly XCD
low,currency-outlier,2b0e0bb8-1f9f-45d5-a37a-dcca711179dc,The Beach House Restaurant,dining,Grenada,Currency USD — dining is overwhelmingly XCD
low,currency-outlier,705cbb28-9f7b-4b1c-9010-c19f0537e623,Airport to Grand Anse — Private Transfer,transport,Grenada,Currency USD — transport is overwhelmingly XCD
low,currency-outlier,f49c9d3e-4e0a-4d33-9c0e-46732a1377ce,BB's Crabback Restaurant,dining,Grenada,Currency USD — dining is overwhelmingly XCD
low,currency-outlier,1a58fc31-1f49-443c-b77a-15f4f261509f,Full Island Tour — Private Driver,transport,Grenada,Currency USD — transport is overwhelmingly XCD
low,currency-outlier,c98288be-8415-4a55-88d6-5ee424e37ffa,Dodgy Dock Bar & Restaurant,dining,Grenada,Currency USD — dining is overwhelmingly XCD
low,currency-outlier,8cf5a635-925b-4818-a69a-0e76dd211de9,Sunset Sailing & Snorkeling Adventure,tour,Grenada,Currency USD — tour is overwhelmingly XCD
low,currency-outlier,84a405c3-227b-4bae-bceb-0a8510a98747,Underwater Sculpture Park Dive,tour,Grenada,Currency USD — tour is overwhelmingly XCD
